V1,V8,V9,condition,desc,support,query_1,query_2,query_3,query_4,query_5,query_1_quant,query_2_quant,query_3_quant,query_4_quant,query_5_quant,word_homeless,word_welfare,word_needy,word_lazy,word_filler2,word_filler5,word_filler6,word_charity,word_poor,word_filler12,word_burden,word_aid,word_filler11,word_deserve,stigmaO_1,stigmaO_2,stigmaO_3,stigmaO_4,stigmaO_5,attncheck,age,gender,income,edu,race,polit,polit_1,polit_2 
R_1ewx0ON8OIu6Z8H,6/20/17 10:41,6/20/17 10:51,control,basic income,7,everyone deserves livable wages,people deserve it because they already pay taxes,do rich people really need it though,It'll be good for low income families,It will take a lot of pressure of people,1,1,1,1,1,homebrew,welcome,needy,lazy,place,sue,bake,chariot,poor,phone,burger,add,sung,deserve,7,1,1,7,1,2,23,Female,"$10,000 to $12,499",High school degree,White,Democrat,Strongly liberal,Strongly liberal
R_3nATban373kQZOm,6/20/17 10:41,6/20/17 10:52,security,social security for all,1,why though,I don't understand,people shoulpd have to work to get money,This is a waste,how would we pay for it,2,2,2,2,2,HOMELOAN,WELCOME,needy,lazy,PLACE,SUE,BAKE,charity,POOR,photo,burden,add,sing,reserve,1,7,7,1,6,2,29,Male,"$60,000 to $74,999",Some college (no degree),White,Republican,Moderately conservative,Moderately conservative
R_yDvCFYu8gLzWb2F,6/20/17 10:30,6/20/17 10:52,security,social security for all,5,it would enable people to recover from major setbacks.,it would cut down on homelessness.,it would cut down on stress and fear-uncertainty about the future.,it would enable people to get the help they need faster,it would give people more choices about their lives-especially women who are stuck in bad marriages. ,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BIKE,CHARITY,DOOR,PHONE,BURGER,ADD,SONG,DESERVE,6,5,5,6,6,2,58,Female,"$35,000 to $39,999",Some college (no degree),White,Republican,Strongly conservative,Moderately conservative
R_3QFA9YN4vMJLzTI,6/20/17 10:31,6/20/17 10:52,control,basic income,1,Effectiveness of the assistance,Cost of the program,Long term affect on the public,Better areas to spend money,Redistribution of wealth,2,2,2,2,2,HOMELESS,WELCOME,NERDY,LAZY,PLAYS,SUE,BIKE,CHARLIE,DOOR,PHONE,BURNED,AND,SING,RESERVE,1,5,6,3,5,2,46,Male,"$75,000 to $84,999",4-year college degree,White,Republican,Moderately conservative,Strongly conservative
R_3FX2Yhav1AUJGoN,6/20/17 10:36,6/20/17 10:52,control,basic income,6,We can afford it,All children should be able to eat,The elderly should not have to worry about providing for themselves,We are a rich nation with all the money at the top,we can not be a rich nation if we do not help our citizens,1,1,1,1,1,HOMERUNS,WELCOME,NOODY,HAZY,PLACE,SUD,BAKE,CHARITY,NOIR,PHOTO,BURCHE,ADD,SING,DESERVE,7,2,1,6,2,2,39,Female,"$12,500 to $14,999",Some college (no degree),Black,Democrat,Moderately liberal,Moderately liberal
R_1NqtvoMOj18oR9r,6/20/17 10:42,6/20/17 10:52,control,basic income,7,IT helps more than it hurts,automation will force us to do this,,,,1,1,,,,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUB,BAKE,CHARITY,POOR,PHOTO,BURDEN,AND,SING,DESERVE,6,2,2,6,6,2,34,Male,"$15,000 to $19,999",4-year college degree,White,Independent,In the middle,In the middle
R_3CTnjjjUpXvbfKg,6/20/17 10:32,6/20/17 10:52,freedom,financial freedom,7,everyone deserves the right to have basic needs met,People shouldn't have to choose between the light bill and food,Its a right of humanity to be able to live and not slave their lives away,"people wouldn't need so many antidepressants, because their quality of life would be better","People would live longer because of a higher quality of life. A worse quality of life, ends peoples lives faster",1,1,1,1,1,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUE,BIKE,CHARISH,DOOR,PHONE,BURIED,ADD,SING,DESERVE,7,1,1,7,4,2,34,Female,"$20,000 to $24,999",Some college (no degree),White,Republican,Slightly conservative,Slightly conservative
R_3sgk8UPg1JdsrIY,6/20/17 10:36,6/20/17 10:52,security,social security for all,7,"Everyone deserves the basics, regardless of their employment status",This would help prevent many people from turning to crime to afford the basics,increasing automation is making this inevitable,a healthy population is the best for national defense,it would help keep wages competitive since workers have a choice whether to work for a company or not,1,1,1,1,1,homework,welcome,Nandy,Hazy,plant,Sun,bake,charter,door,photo,burned,and,song,deserve,6,5,1,6,6,2,23,Female,"$7,500 to $9,999",High school degree,White,Independent,Strongly liberal,Strongly liberal
R_1I9LDxuctRWT4CZ,6/20/17 10:33,6/20/17 10:52,security,social security for all,5,financial security,safer communities,difficulty finding people to work unnattractive jobs,potential for laziness,happier communities due to less financial stress,1,1,2,2,1,HOMELIFE,WELCOME,NEEDY,LAZY,PLATE,SUN,BIKE,CHARRED,DOOR,PHOTO,BURROW,ADD,SONG,RESERVE,5,4,5,7,5,2,26,Female,"$60,000 to $74,999",4-year college degree,White,Democrat,Moderately liberal,Slightly       liberal
R_1hGp5U5lTQatvEa,6/20/17 10:29,6/20/17 10:52,control,basic income,7,"Automation is putting more and more people out of work, and not everyone is capable of learning new skills, either because they can't afford it or they are not intelligent enough.","People are naturally industrious, and we could make more advancements if we didn't have to worry about meeting our basic needs.","Everyone would be less stressed, and it would improve the mental health of our country.","Poor people aren't intrinsically any less moral than rich people, so everyone deserves to have enough money to cover their basic needs.",,1,1,1,1,,HOMEWORK,WELCOME,NEEDY,COZY,PLACE,SUN,BAKE,CHARITY,POOR,PHOTO,BURLAP,ADD,SONG,RESERVE,7,4,1,7,7,2,26,Female,"$20,000 to $24,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_2wcoqzYzarnTHj8,6/20/17 10:32,6/20/17 10:52,security,social security for all,5,Assisting those less fortunate,Giving everyone a fair opportunity,Non-discrimination,,,1,1,1,,,Homemade,Welders,Needy,Lazy,Place,Sue,Bike,Charter,Door,Photo,Burden,Add,Song,Reserve,5,6,5,3,5,2,39,Male,"$85,000 to $99,999",2-year college degree,Hispanic,Democrat,Slightly conservative,Slightly conservative
R_Z1NBo2TxQkRTIgF,6/20/17 10:36,6/20/17 10:52,security,social security for all,1,The government can stay out of my life.,Communisim,Too much reliance on the government,There's always a catch to it,It doesn't encourage personal things like self reliance and freedom,2,2,2,2,2,hometown,welcome,nerdy,lazy,plays,sub,bake,charity,door,photo,burned,aid,sing,observe,1,7,7,1,6,2,37,Male,"$15,000 to $19,999",High school degree,White,Independent,In the middle,In the middle
R_2y7pPQVbE1SQf34,6/20/17 10:33,6/20/17 10:52,security,social security for all,3,Where would the revenue come from to fund this proposal?,"We we then completely dispense with all other forms of social aid?  Welfare, WIC, food stamps, etc.?  What would the savings from dispensing with these programs net?",Would the only way to pay for this be to tax those who are willing to work to pay for those who choose not to work?,"If it is financially feasible I would be interested, but I fear it is not.",,2,1,2,2,,HOMELESS,WELCOME,NERDY,DOZY,PLATE,SUE,BIKE,CHARITY,MOOR,PHOTO,BURNED,AID,SING,DESERVE,3,5,6,5,7,2,56,Female,"$85,000 to $99,999",4-year college degree,White,Independent,Moderately conservative,Moderately conservative
R_3e9MXrzvUE9EOq4,6/20/17 10:31,6/20/17 10:52,freedom,financial freedom,5,It would increase consumption and thus it would create more jobs,It would demotivate people to work,It would help provide for families in need ,It would possible improve living conditions and the well being of many,It would cost more money to the government,1,2,1,1,2,HOMELESS,WELFARE,NEEDY,LAZY,PLANT,SUV,BIKE,CHARITY,DOOR,PHOTO,BURNED,AID,SING,DESERVE,5,6,7,5,7,2,36,Female,"$60,000 to $74,999",4-year college degree,White,Independent,Slightly conservative,Slightly conservative
R_12fH8vep9RSX69j,6/20/17 10:39,6/20/17 10:52,security,social security for all,3,socialism doesn't work,a lot of taxes,Give people money,less government programs,people won't look for jobs,2,2,1,2,2,homeless,Welcome,Needy,lazy,Plaza,Sut,Bake,Chargle,Boar,phone,BURDEN,ADD,Sing,deserve,2,3,4,5,5,3,24,Male,"$20,000 to $24,999",Some college (no degree),Asian,Republican,Slightly conservative,Slightly conservative
R_STOhmTuklfjl9y9,6/20/17 10:42,6/20/17 10:52,freedom,financial freedom,1,Government control is bad,People get lazy,Residents will expect handouts,No motivation for residents to improve themselves,,2,2,2,2,,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BIKE,CHARMED,DOOR,PHONE,BURDEN,AID,SING,DESERVE,1,7,7,1,7,2,37,Male,"$125,000 to $149,999",4-year college degree,White,Republican,Strongly conservative,Strongly conservative
R_3GlaGWqXOR3TPD4,6/20/17 10:29,6/20/17 10:52,freedom,financial freedom,7,helps poor,provides financial autonomy,lveles the playing feild,compensates the poor,gives people access to services they need,1,1,1,1,1,HOMECOOK,WELCOME,NERDY,COZY,PLANK,SUN,BIKE,CHARITY,DOOR,PHOTO,BURLYS,AND,SONG,DESERVE,7,1,1,7,1,2,32,Male,"$85,000 to $99,999",Some college (no degree),White,Democrat,Strongly liberal,Strongly liberal
R_21pIjAM7hfwLHLE,6/20/17 10:39,6/20/17 10:52,security,social security for all,1,Getting money for no work ruins character. Who will want to work if they can just get a free check?,Welfare system already shows that people become entitled to just getting free money.,Socialism is GARBAGE!!,"If you want money, go work.",No free money unless someone is TRULY disabled.,2,2,2,2,2,HOMELESS,WELFARE,NEEDY,LAZY,PLATE,SUN,BAKE,CHARITY,DOOR,PHONE,BURDEN,AID,SONG,DESERVE,1,7,7,1,7,2,44,Female,"$60,000 to $74,999",4-year college degree,White,Republican,Strongly conservative,Strongly conservative
R_YX58DxvtPwUwRIl,6/20/17 10:30,6/20/17 10:52,control,basic income,7,"Everyone has the right of life, liberty and the pursuit of happiness.",Reduction in many Government programs would help everyone,Persons would have no reason to be homeless,It could increase the wellbeing of many,It woold decrease the expense of welfare fraud,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLANT,SUN,BIKE,CHARITY,POOR,PHONY,BURIED,AID,SING,DESERVE,6,5,2,7,1,2,31,Male,"$85,000 to $99,999",Masters level degree (for example M.S. or M.A.),White,Republican,Slightly conservative,In the middle
R_2rBmn1d5yQYRyqF,6/20/17 10:29,6/20/17 10:53,freedom,financial freedom,6,Would give all citizens a minimum financial equality,Would all all citizens to have a place to live,would give everyone an equal starting point and they can then decide if they are happy with the status quo or wish for more in life,"May drive up prices in the housing market, apartment rental prices and basic groceries",could potentially bankrupt states if citizens are only taking from the pool and not contributing in some way,1,1,1,2,2,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARITY,ODOR,PHOTO,BURGER,AND,SING,OBSERVE,6,5,5,6,6,2,53,Female,"$75,000 to $84,999",4-year college degree,White,Republican,Slightly conservative,Strongly conservative
R_1jp1xs3S3QrbKA9,6/20/17 10:46,6/20/17 10:53,security,social security for all,7,Expensive,Helpful to all,Rehabilitate homeless former inmates,High approval,Controversial,2,1,1,1,2,Homeless,Welcomr,Needy,Hazy,Plaza,Sud,Bike,Charmed,Door,Phone,Burger,And,Sang,Reserve,6,2,1,7,2,2,22,Female,"$50,000 to $59,999",Some college (no degree),Black,Democrat,Moderately liberal,Strongly liberal
R_2tnvSFNQVIPNszq,6/20/17 10:41,6/20/17 10:53,control,basic income,3,I worry about having people dependent on income.,,,,,2,,,,,homework,welcome,noody,lazy,plans,sun,bake,charade,door,photo,buried,and,song,unserve,3,5,7,2,6,2,39,Male,"$100,000 to $124,999",4-year college degree,White,Republican,Slightly conservative,Slightly conservative
R_1fjdggE6GfF1P0C,6/20/17 10:30,6/20/17 10:53,freedom,financial freedom,6,PRO: Reduce/Eliminate inefficient use of funds,CON: Reduce incentive to stay active in labor force.,CON: Not sure how this basic income is kept from non citizens,PRO: Remove and clean up ineffective government welfare programs.,CON: I do not see any evidence of an economic feasibility study specifically for US.,1,2,2,1,2,HOMESITE,WELCOME,NEEDY,LAZY,PLAZA,SUN,BIKE,CHARMER,DOOR,PHONE,BURNER,AID,SONG,DESERVE,2,5,7,5,5,2,31,Male,"$100,000 to $124,999",4-year college degree,White,Republican,Moderately liberal,Moderately conservative
R_1qghf3dRAElidl3,6/20/17 10:32,6/20/17 10:53,freedom,financial freedom,4,too much freedom may end up hurting some people,government assistance needs careful monitoring to not be abused.,hopefully more assistancec to people in need,,,2,2,1,,,homeward,welcome,nerdy,lazy,place,sue,bake,charity,door,PHOTO,BURIED,AID,SING,DESERVE,3,6,5,5,5,2,36,Male,"$50,000 to $59,999",Some college (no degree),White,Democrat,Moderately liberal,Moderately liberal
R_2YXjFkIcL5sFL6E,6/20/17 10:39,6/20/17 10:53,control,basic income,5,We have a duty as humans to look out for others,people should work hard for what they want and need,no one should be rewarded for nothing,some people are not in a position to make enough to cover their expenses,,1,2,2,1,,HOMELAND,WELCOME,NERDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHONE,BURNED,AND,SONG,DESERVE,2,5,6,5,6,2,26,Female,"$40,000 to $49,999",4-year college degree,Hispanic,Republican,Moderately conservative,In the middle
R_1FzD0CMGXkkVvav,6/20/17 10:32,6/20/17 10:53,freedom,financial freedom,7,determining how to spend the money individually,how the money is distrubuted,how frequently is the distrubution,who is in charge of the distrubution,how fair is the distrubution,1,1,1,1,1,homeless,welcome,needy,lazy,place,sun,bake,charged,poor,photo,buried,aid,sing,deserve,7,1,1,7,4,2,59,Female,"$75,000 to $84,999",High school degree,White,Independent,Slightly conservative,In the middle
R_1eQskiOZlb7hINP,6/20/17 10:32,6/20/17 10:53,freedom,financial freedom,6,Everyone would receive payment.,Everyone would be able to choose what services they want to use. ,The government would not spend as much money on big programs.,The people would be better able to utilize their civil rights.,The payment received might not be enough to completely cover the costs of a service that one may want to use.,1,1,1,1,2,HOMEBODY,WELCOME,NODDY,LAZY,PLAZA,SUE,BIKE,CHARRED,POOR,PHONE,BURRED,AND,SANG,RESERVE,5,5,5,4,5,6,20,Female,"$20,000 to $24,999",Some college (no degree),White,Republican,Slightly conservative,Slightly conservative
R_1fZC0KNuIxdSJQV,6/20/17 10:35,6/20/17 10:53,security,social security for all,5,Is this program sustainable,Would it have the intended effects,Would it hurt or help people,It certainly would help a lot of people,,2,2,1,1,,HOMEWORK,WELCOME,NEEDY,FIZY,PLACE,SUP,BIKE,CHARRED,BOOR,PHOTO,BURIED,ADD,SONG,ASSERVE,7,5,5,7,5,2,30,Male,"$30,000 to $34,999",2-year college degree,White,Independent,Moderately conservative,Moderately conservative
R_1eIzIVGwc0hqC6g,6/20/17 10:38,6/20/17 10:54,security,social security for all,2,leads to government dependence,too many people would abuse it,leads to a breakdown in morals,,,2,2,2,,,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUR,BAKE,CHARTER,POOR,PHONE,BURDEN,AID,SUNG,DESERVE,2,7,7,4,7,2,64,Male,"$60,000 to $74,999",4-year college degree,White,Democrat,Slightly conservative,In the middle
R_1n0FIckmi9FGgym,6/20/17 10:30,6/20/17 10:54,freedom,financial freedom,7,It will enable families and individuals to not have to worry about putting food on the table and having to choose between going hungry and paying rent.,It will help people get access to financial help without having to pass through legal hurdles that make current social programs frustratingly slow and difficult for people to navigate.,It gives dignity back to people since they know that their basic needs are met.,This program will reach those people who are unable to get help through current social programs due to certain exclusions or who might not qualify for current programs.,It will lead to a more egalitarian and just society and help with current problems facing the country such as homelessness and hunger and poverty.,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,COZY,PLANT,SUN,BIKE,CHARTER,POOR,PHOTO,BURGER,AID,SONG,DESERVE,7,3,2,7,3,2,30,Male,"$35,000 to $39,999",4-year college degree,Asian,Democrat,Moderately liberal,Moderately liberal
R_2PCrv0bOfMz6q9u,6/20/17 10:30,6/20/17 10:54,control,basic income,3,It would lead to citizens not making an effort to support themselves.,It sounds like socialism.,How could our country afford that when we already have trillions in debt?,,,2,2,2,,,HOMERUNS,WELCOME,NERDY,LAZY,PLAZA,SUN,BAKE,CHARMED,DIOR,PHOTO,BURGER,AND,SING,OBSERVE,5,6,7,2,6,2,41,Female,"$25,000 to $29,999",4-year college degree,White,Other,Moderately liberal,Slightly conservative
R_3kiZSE7NfNwx4yg,6/20/17 10:40,6/20/17 10:54,security,social security for all,7,Protects people from financial ruin,Keeps people from falling into destitution,,,,1,1,,,,HOMEMADE,WELCOME,NEEDY,LAZY,PLACE,SUM,BAKE,CHARTER,DOOR,PHONE,BURGER,ADD,SING,OBSERVE,4,4,4,5,4,2,28,Male,"$50,000 to $59,999",4-year college degree,White,Independent,In the middle,In the middle
R_z7Ehs6ceA2z6ldn,6/20/17 10:43,6/20/17 10:54,security,social security for all,6,improve conditions for the unfortunate,everyone contributes what they can,provides an extra layer of security for families,,,1,1,1,,,HOMEWORK,WELCOME,NODDY,LAZY,PLACE,SUN,BAKE,CHARIOT,DOOR,PHONE,BURDEN,AID,SING,OBSERVE,6,2,2,7,4,2,34,Female,"$125,000 to $149,999",Some college (no degree),White,Democrat,Strongly liberal,Moderately liberal
R_3ek74gZOtFBRTyN,6/20/17 10:31,6/20/17 10:54,security,social security for all,7,Wonderful idea!,Curiosity as to whether this is possible?,Curiosity as to where this might happen because I might want to move there!,Happiness that people are even considering such a concept!,Relief at the notion that I might not have to worry about being homeless one day.,1,1,1,1,1,HOMEMADE,WELCOME,NEEDY,HAZY,PLAYS,SUN,BAKE,CHARTER,POOR,PHOTO,BURNED,ADD,SONG,RESERVE,7,1,1,7,7,2,41,Female,"Less than $5,000",Some college (no degree),White,Democrat,Strongly liberal,Strongly liberal
R_3EFro2VHreX3Neh,6/20/17 10:29,6/20/17 10:54,freedom,financial freedom,2,drug dealers receiving more money,no motivation to work,costly policy,will not solve problems,,2,2,2,2,,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARLES,DOOR,PHOTO,BURIAL,AND,SING,DESERVE,2,5,7,5,6,2,21,Male,"$100,000 to $124,999",High school degree,White,Independent,In the middle,In the middle
